EOSUSDT,SUSHIUSDT,BALUSDT,KNCUSDT,SRMUSDT,ENJUSDT,ZRXUSDT,QTUMUSDT,ATOMUSDT,IOTAUSDT,WAVESUSDT,ADAUSDT,BCHUSDT,XTZUSDT,BNBUSDT,IOSTUSDT,HNTUSDT,ETCUSDT,XMRUSDT,YFIUSDT,ZECUSDT,ETHUSDT,BZRXUSDT,BATUSDT,ALGOUSDT,DOGEUSDT,RLCUSDT,TRXUSDT,STORJUSDT,SNXUSDT,AVAXUSDT,XLMUSDT,NEOUSDT,MKRUSDT,DASHUSDT,THETAUSDT,KAVAUSDT,UNIUSDT,RUNEUSDT,LINKUSDT,DEFIUSDT,COMPUSDT,SOLUSDT,BTCUSDT,OMGUSDT,ICXUSDT,BLZUSDT,FTMUSDT,YFIIUSDT,LTCUSDT,BANDUSDT,XRPUSDT,SXPUSDT,CRVUSDT,DOTUSDT,EGLDUSDT,VETUSDT,ONTUSDT,TRBUSDT,ZILUSDT,LENDUSDT,FLMUSDT
2.658,0.6516,12.152,0.93321,1.0803,0.14775,0.3773,2.301,5.612,0.2895,3.4531,0.10779,275.39,2.248,30.663,0.005456,1.0342,5.536,128.79,14682.6,64.39,413.52,0.1122,0.2181,0.3102,0.002664,0.9443,0.02719,0.3929,3.741,4.1857,0.08516,18.379,598.97,73.16,0.7197,1.9231,2.9235,0.4956,12.681,517.9,104.74,1.9005,13137.32,3.4751,0.3739,0.08665,0.026179,1857.4,58.63,6.0258,0.2554,1.1156,0.378,4.420,8.696,0.012532,0.5477,28.780,0.01951,0.4976,0.2278
2.655,0.6505,12.217,0.93127,1.0947,0.14782,0.3766,2.302,5.618,0.2897,3.4568,0.10781,273.97,2.250,30.686,0.005472,1.0370,5.534,129.03,14627.9,64.46,412.58,0.1130,0.2178,0.3097,0.002666,0.9464,0.02713,0.4023,3.732,4.1977,0.08529,18.381,598.16,72.95,0.7244,1.9312,2.9340,0.4952,12.788,518.9,105.15,1.9091,13128.43,3.4738,0.3754,0.09026,0.026229,1848.4,58.32,6.0524,0.2556,1.1198,0.377,4.413,8.668,0.012419,0.5462,28.519,0.01951,0.4976,0.2290
2.664,0.6539,12.222,0.93628,1.0890,0.14831,0.3761,2.301,5.624,0.2902,3.4598,0.10845,275.11,2.235,30.750,0.005464,1.0512,5.559,129.33,14763.8,64.56,415.34,0.1139,0.2185,0.3089,0.002661,0.9450,0.02720,0.4062,3.713,4.2285,0.08553,18.419,599.44,73.34,0.7198,1.9243,2.9395,0.4963,12.741,519.4,104.29,1.9155,13300.61,3.4554,0.3760,0.09166,0.025721,1864.4,58.59,6.0388,0.2569,1.1164,0.373,4.435,8.621,0.012456,0.5471,28.836,0.01945,0.4976,0.2306
2.662,0.6588,12.376,0.93819,1.0895,0.14830,0.3755,2.305,5.625,0.2878,3.4585,0.10850,274.90,2.231,30.860,0.005497,1.0514,5.556,129.14,14805.8,64.56,417.00,0.1148,0.2195,0.3094,0.002668,0.9515,0.02728,0.4119,3.743,4.2447,0.08518,18.444,598.54,73.67,0.7196,1.9261,2.9651,0.4945,12.783,521.2,104.19,1.9209,13312.38,3.4789,0.3773,0.08935,0.026066,1866.8,58.76,6.0565,0.2567,1.1189,0.370,4.436,8.875,0.012362,0.5486,29.377,0.01960,0.4976,0.2311
2.638,0.6483,12.175,0.92500,1.0566,0.14555,0.3688,2.263,5.495,0.2804,3.3652,0.10695,270.35,2.178,30.560,0.005412,1.0226,5.459,127.90,14372.6,63.11,406.68,0.1129,0.2168,0.3035,0.002623,0.9343,0.02678,0.4011,3.641,4.1673,0.08381,17.951,587.04,72.48,0.7073,1.8793,2.9101,0.4832,12.344,507.9,102.53,1.8594,12947.65,3.4195,0.3710,0.08663,0.025037,1825.8,57.28,5.9345,0.2531,1.0900,0.359,4.333,8.720,0.012057,0.5410,28.186,0.01934,0.4976,0.2159
2.644,0.6511,12.288,0.93281,1.1177,0.14594,0.3697,2.262,5.521,0.2822,3.4151,0.10754,271.52,2.191,30.597,0.005441,1.0263,5.482,129.11,14516.9,63.16,408.55,0.1142,0.2170,0.3046,0.002637,0.9554,0.02694,0.4102,3.652,4.1888,0.08440,18.043,587.34,73.05,0.7097,1.8933,2.9250,0.4871,12.507,512.9,104.40,1.8732,13011.00,3.4418,0.3722,0.08835,0.025216,1829.5,57.59,5.9029,0.2543,1.1035,0.358,4.369,8.772,0.012066,0.5423,28.491,0.01954,0.4976,0.2170
2.640,0.6506,12.551,0.93160,1.1268,0.14566,0.3727,2.260,5.516,0.2828,3.4292,0.10761,271.65,2.191,30.537,0.005447,1.0257,5.494,129.79,14511.5,63.41,409.65,0.1140,0.2163,0.3070,0.002632,0.9634,0.02701,0.4074,3.654,4.2059,0.08426,18.045,587.05,73.15,0.7059,1.8956,2.9258,0.4839,12.509,513.4,104.45,1.8829,13019.26,3.4503,0.3705,0.08880,0.025020,1840.3,57.44,5.8965,0.2545,1.1032,0.360,4.371,8.811,0.012049,0.5424,28.180,0.01959,0.4976,0.2163
2.640,0.6503,12.663,0.92675,1.1204,0.14563,0.3715,2.259,5.530,0.2816,3.4158,0.10779,270.94,2.195,30.407,0.005435,1.0261,5.504,132.71,14552.2,63.64,409.27,0.1132,0.2163,0.3057,0.002631,0.9655,0.02697,0.4018,3.648,4.2136,0.08399,17.994,586.63,73.37,0.7027,1.8841,2.9212,0.4764,12.473,512.4,105.00,1.8918,13016.40,3.4451,0.3713,0.08688,0.024840,1840.7,57.45,5.8844,0.2532,1.1027,0.359,4.349,8.599,0.011969,0.5418,27.886,0.01970,0.4976,0.2139
2.632,0.6464,12.762,0.92460,1.1249,0.14510,0.3707,2.252,5.493,0.2806,3.4150,0.10748,270.39,2.192,30.326,0.005415,1.0205,5.488,131.59,14470.6,63.24,408.14,0.1116,0.2164,0.3046,0.002635,0.9710,0.02692,0.3991,3.637,4.1979,0.08393,17.922,584.38,73.21,0.6973,1.8850,2.9163,0.4749,12.415,510.7,104.80,1.8887,12990.83,3.4172,0.3702,0.08608,0.024401,1834.1,57.36,5.8157,0.2532,1.0969,0.359,4.335,8.464,0.011909,0.5416,27.268,0.01967,0.4976,0.2129
2.633,0.6416,12.629,0.91910,1.1019,0.14416,0.3694,2.230,5.435,0.2789,3.3910,0.10717,270.21,2.179,30.260,0.005401,1.0098,5.481,131.49,14410.7,62.74,407.99,0.1089,0.2153,0.3035,0.002628,0.9552,0.02686,0.3903,3.623,4.1562,0.08358,17.889,584.91,72.94,0.6897,1.8580,2.9336,0.4696,12.269,506.5,103.52,1.8927,12979.94,3.3691,0.3674,0.08563,0.024343,1829.3,57.20,5.7618,0.2530,1.0926,0.347,4.311,8.389,0.011888,0.5393,27.500,0.01923,0.4976,0.2103
2.633,0.6359,12.750,0.92089,1.0867,0.14437,0.3683,2.230,5.383,0.2780,3.3750,0.10682,271.29,2.181,29.977,0.005386,1.0074,5.467,131.89,14312.6,62.53,407.17,0.1087,0.2158,0.3044,0.002624,0.9471,0.02688,0.3920,3.603,4.1225,0.08322,17.740,585.82,72.75,0.6960,1.8533,2.9174,0.4688,12.169,504.3,104.81,1.8799,12947.62,3.3353,0.3669,0.08456,0.024148,1781.5,57.20,5.7234,0.2528,1.0876,0.342,4.305,8.573,0.011977,0.5389,28.151,0.01920,0.4976,0.2116
2.637,0.6380,12.908,0.92257,1.0996,0.14473,0.3708,2.244,5.406,0.2785,3.4044,0.10688,270.75,2.183,30.101,0.005403,1.0159,5.476,132.68,14507.4,62.96,407.75,0.1094,0.2161,0.3026,0.002626,0.9518,0.02691,0.3932,3.626,4.1409,0.08345,17.773,587.90,72.78,0.6976,1.8668,2.9261,0.4739,12.261,507.9,104.56,1.8821,12969.79,3.3499,0.3684,0.08480,0.024294,1787.5,58.01,5.7951,0.2533,1.0940,0.345,4.308,8.618,0.011995,0.5387,28.442,0.01929,0.4976,0.2123
2.636,0.6376,12.840,0.92782,1.0962,0.14456,0.3706,2.242,5.403,0.2788,3.3713,0.10709,270.93,2.186,30.055,0.005411,1.0109,5.482,132.16,14493.0,62.95,408.13,0.1090,0.2167,0.3028,0.002668,0.9475,0.02696,0.3960,3.640,4.1414,0.08346,17.843,588.81,72.55,0.6936,1.8665,2.9289,0.4728,12.283,508.2,104.67,1.8714,12981.06,3.3553,0.3692,0.08504,0.024153,1787.0,58.40,5.8262,0.2534,1.0946,0.345,4.329,8.665,0.012003,0.5392,28.133,0.01929,0.4976,0.2132
2.641,0.6378,12.768,0.92800,1.0899,0.14451,0.3712,2.247,5.375,0.2788,3.4275,0.10742,272.38,2.191,30.180,0.005404,1.0122,5.488,132.31,14618.4,63.05,408.38,0.1094,0.2165,0.3035,0.002666,0.9476,0.02696,0.3962,3.631,4.2234,0.08339,17.857,591.16,72.42,0.6970,1.8744,2.9180,0.4719,12.232,507.7,104.45,1.8838,12983.90,3.3534,0.3675,0.08561,0.024211,1786.9,59.65,5.8384,0.2537,1.0914,0.342,4.337,8.703,0.012028,0.5396,28.643,0.01928,0.4976,0.2126
2.634,0.6307,12.738,0.91325,1.0726,0.14324,0.3697,2.231,5.310,0.2778,3.3736,0.10720,270.55,2.174,29.959,0.005358,1.0091,5.500,130.97,14456.6,62.52,406.11,0.1080,0.2157,0.3006,0.002651,0.9229,0.02689,0.3908,3.590,4.1778,0.08280,17.746,585.17,71.15,0.6905,1.8577,2.8902,0.4668,12.104,502.0,103.41,1.8436,12939.37,3.3248,0.3646,0.08478,0.023934,1760.8,59.32,5.7686,0.2529,1.0900,0.333,4.286,8.905,0.011897,0.5354,27.787,0.01917,0.4976,0.2087
2.645,0.6353,13.032,0.91629,1.0921,0.14384,0.3708,2.243,5.347,0.2792,3.3994,0.10749,272.54,2.180,30.164,0.005380,1.0138,5.590,132.00,14590.2,63.20,408.02,0.1097,0.2172,0.3047,0.002658,0.9286,0.02702,0.4025,3.616,4.2011,0.08327,17.857,590.71,71.47,0.7002,1.8446,2.9015,0.4732,12.217,506.0,103.40,1.8411,12996.07,3.3400,0.3694,0.08615,0.024000,1784.5,59.22,5.8332,0.2534,1.1005,0.337,4.313,9.184,0.011927,0.5397,28.223,0.01927,0.4976,0.2108
2.645,0.6318,12.962,0.91461,1.0977,0.14350,0.3719,2.244,5.336,0.2804,3.4038,0.10728,271.55,2.180,30.141,0.005400,1.0110,5.568,132.34,14596.8,63.50,407.90,0.1096,0.2171,0.3033,0.002652,0.9266,0.02703,0.4021,3.624,4.1841,0.08286,17.887,591.50,71.37,0.7046,1.8475,2.8683,0.4688,12.265,506.9,103.14,1.8379,13000.00,3.3599,0.3713,0.08604,0.024252,1765.8,59.50,5.8052,0.2528,1.0976,0.338,4.311,9.070,0.011951,0.5403,28.558,0.01917,0.4976,0.2092
2.640,0.6306,12.925,0.91137,1.0952,0.14316,0.3700,2.244,5.333,0.2802,3.3980,0.10710,272.31,2.176,30.117,0.005395,1.0064,5.607,132.27,14543.6,63.39,406.96,0.1093,0.2166,0.3034,0.002658,0.9231,0.02702,0.4081,3.620,4.1768,0.08284,17.843,590.07,71.21,0.6997,1.8483,2.8834,0.4703,12.248,507.0,102.70,1.8281,12982.88,3.3484,0.3714,0.08805,0.024211,1771.8,59.07,5.7940,0.2525,1.0942,0.341,4.308,9.098,0.011918,0.5411,28.285,0.01915,0.4976,0.2094
2.696,0.6339,12.855,0.91250,1.0889,0.14387,0.3717,2.244,5.339,0.2816,3.3870,0.10721,272.55,2.179,30.185,0.005407,1.0073,5.622,131.93,14632.1,63.46,408.33,0.1099,0.2172,0.3032,0.002661,0.9230,0.02707,0.4096,3.645,4.1908,0.08309,17.876,591.28,71.31,0.6996,1.8539,2.8880,0.4726,12.280,508.7,103.18,1.8290,13038.35,3.3431,0.3720,0.08932,0.024190,1778.3,59.31,5.8055,0.2536,1.0980,0.341,4.340,9.395,0.011939,0.5402,28.855,0.01919,0.4976,0.2102
2.696,0.6286,12.785,0.90927,1.1042,0.14459,0.3710,2.241,5.311,0.2809,3.3504,0.10716,271.03,2.185,30.212,0.005391,1.0062,5.586,131.09,14597.7,63.02,407.53,0.1090,0.2168,0.3032,0.002657,0.9211,0.02702,0.4056,3.641,4.2007,0.08295,17.834,590.04,71.13,0.6967,1.8489,2.8711,0.4710,12.327,508.6,102.82,1.8025,13015.80,3.3380,0.3709,0.08761,0.024204,1781.1,58.99,5.7929,0.2533,1.0935,0.337,4.358,9.406,0.011931,0.5386,29.300,0.01913,0.4976,0.2097
2.717,0.6272,12.809,0.90865,1.1048,0.14402,0.3695,2.239,5.310,0.2810,3.3263,0.10699,271.74,2.183,30.132,0.005399,1.0034,5.570,130.49,14544.4,63.02,408.01,0.1087,0.2159,0.3026,0.002664,0.9198,0.02703,0.4053,3.648,4.1900,0.08291,17.792,589.52,71.19,0.6974,1.8457,2.8261,0.4697,12.232,506.2,102.75,1.7832,13016.19,3.3354,0.3714,0.08745,0.024295,1769.2,58.90,5.7847,0.2536,1.0930,0.336,4.359,9.395,0.011907,0.5392,29.319,0.01905,0.4976,0.2094
2.711,0.6211,12.749,0.90460,1.0949,0.14352,0.3682,2.231,5.289,0.2785,3.2967,0.10620,270.92,2.165,30.020,0.005385,1.0265,5.550,130.33,14313.3,62.67,406.29,0.1080,0.2153,0.3010,0.002653,0.9061,0.02697,0.4063,3.653,4.1402,0.08252,17.826,583.78,70.90,0.6938,1.8444,2.7559,0.4658,12.124,500.2,101.95,1.7797,13006.57,3.3515,0.3705,0.08582,0.024177,1734.0,58.54,5.7258,0.2527,1.0886,0.332,4.326,9.354,0.011837,0.5373,28.333,0.01891,0.4976,0.2076
2.711,0.6234,12.761,0.90374,1.0972,0.14400,0.3690,2.230,5.297,0.2788,3.2741,0.10650,271.36,2.168,30.107,0.005388,1.0459,5.559,130.89,14317.2,62.77,406.14,0.1084,0.2155,0.3025,0.002653,0.9048,0.02700,0.4138,3.658,4.1429,0.08298,17.880,583.54,71.14,0.6946,1.8495,2.7769,0.4670,12.148,500.9,101.18,1.7937,13023.81,3.3549,0.3716,0.08637,0.024262,1736.8,58.86,5.7373,0.2534,1.0870,0.336,4.330,9.255,0.011802,0.5375,28.188,0.01895,0.4976,0.2096
2.737,0.6259,12.761,0.91208,1.0946,0.14521,0.3749,2.243,5.324,0.2813,3.2764,0.10721,272.93,2.166,30.171,0.005433,1.0583,5.603,131.89,14319.6,63.03,408.18,0.1094,0.2168,0.3035,0.002650,0.9172,0.02720,0.4119,3.664,4.1689,0.08399,18.105,586.36,71.49,0.6992,1.8624,2.8250,0.4695,12.184,503.8,100.80,1.8117,13044.58,3.3867,0.3735,0.08610,0.024536,1767.2,59.11,5.7816,0.2579,1.0828,0.344,4.354,9.252,0.011907,0.5409,28.354,0.01904,0.4976,0.2160
2.730,0.6258,12.789,0.91430,1.0937,0.14551,0.3754,2.256,5.327,0.2815,3.2835,0.10725,272.25,2.169,30.240,0.005436,1.0728,5.599,137.88,14402.7,63.20,408.50,0.1097,0.2173,0.3062,0.002662,0.9166,0.02727,0.4115,3.674,4.1785,0.08388,18.018,589.82,71.82,0.7111,1.8777,2.8312,0.4668,12.349,506.7,100.86,1.8145,13070.06,3.4053,0.3736,0.08534,0.024686,1777.5,58.93,5.7822,0.2570,1.0891,0.349,4.367,9.404,0.011907,0.5427,28.386,0.01905,0.4976,0.2156
2.733,0.6284,12.743,0.91788,1.0920,0.14445,0.3756,2.258,5.339,0.2820,3.2635,0.10689,272.14,2.171,30.337,0.005437,1.0762,5.594,137.64,14410.3,63.51,409.09,0.1117,0.2181,0.3066,0.002694,0.9150,0.02733,0.4111,3.678,4.2319,0.08382,18.022,591.04,72.24,0.7098,1.8811,2.8170,0.4629,12.319,506.8,101.15,1.8239,13084.05,3.4017,0.3749,0.08544,0.024620,1794.2,58.53,5.7897,0.2573,1.0794,0.345,4.374,9.364,0.011939,0.5418,28.790,0.01916,0.4976,0.2157
2.724,0.6267,12.779,0.92279,1.0949,0.14472,0.3797,2.254,5.349,0.2845,3.2763,0.10693,271.85,2.169,30.376,0.005443,1.0900,5.586,137.43,14479.9,63.44,408.97,0.1119,0.2186,0.3060,0.002863,0.9136,0.02729,0.4094,3.690,4.2984,0.08360,18.047,601.70,72.28,0.7092,1.8870,2.8358,0.4621,12.350,508.9,101.60,1.8308,13086.21,3.4155,0.3790,0.08614,0.024656,1781.7,58.66,5.8208,0.2571,1.0738,0.347,4.366,9.435,0.011954,0.5440,28.952,0.01923,0.4976,0.2157
2.722,0.6286,12.846,0.92398,1.0845,0.14401,0.3812,2.250,5.322,0.2862,3.2592,0.10655,270.86,2.172,30.384,0.005441,1.0965,5.577,136.68,14400.1,63.13,408.18,0.1112,0.2187,0.3036,0.002853,0.9122,0.02729,0.4072,3.698,4.3275,0.08345,17.978,600.77,72.04,0.7062,1.8766,2.8196,0.4600,12.319,506.7,101.05,1.8288,13103.03,3.3712,0.3775,0.08671,0.024490,1771.5,58.31,5.7997,0.2566,1.0717,0.349,4.393,9.486,0.011878,0.5429,28.599,0.01917,0.4976,0.2122
2.715,0.6395,12.809,0.92727,1.0903,0.14367,0.3783,2.252,5.319,0.2858,3.2702,0.10643,270.54,2.171,30.383,0.005404,1.0791,5.557,137.36,14323.3,63.22,407.15,0.1115,0.2197,0.3032,0.002852,0.9149,0.02727,0.4040,3.673,4.2963,0.08339,17.902,599.74,72.12,0.7026,1.8782,2.8383,0.4595,12.275,506.9,102.38,1.8345,13100.59,3.3735,0.3777,0.08672,0.024421,1777.4,58.09,5.8089,0.2567,1.0727,0.358,4.368,9.341,0.011875,0.5413,28.566,0.01915,0.4976,0.2117
2.706,0.6379,12.752,0.93317,1.1269,0.14305,0.3778,2.249,5.287,0.2836,3.2951,0.10641,270.27,2.172,30.405,0.005397,1.1080,5.545,137.12,14064.4,63.08,406.55,0.1110,0.2203,0.3032,0.002830,0.9184,0.02721,0.4064,3.667,4.3332,0.08340,17.884,599.61,72.46,0.7027,1.8808,2.8420,0.4571,12.224,506.6,102.61,1.8451,13074.40,3.3679,0.3776,0.08708,0.024489,1787.9,57.93,5.8741,0.2562,1.0746,0.356,4.350,9.321,0.011845,0.5409,28.574,0.01914,0.4976,0.2101
2.705,0.6290,12.577,0.92502,1.1096,0.14216,0.3752,2.232,5.268,0.2801,3.2597,0.10600,268.85,2.158,30.656,0.005359,1.0905,5.517,135.85,13883.0,62.68,405.29,0.1098,0.2203,0.2992,0.002826,0.9121,0.02716,0.3985,3.644,4.2865,0.08318,17.739,594.77,72.05,0.6964,1.8494,2.8016,0.4632,12.083,500.3,101.51,1.8358,13033.70,3.3429,0.3757,0.08474,0.024068,1768.3,57.63,5.8047,0.2553,1.0569,0.348,4.326,9.083,0.011761,0.5380,27.770,0.01894,0.4976,0.2078
2.709,0.6322,12.533,0.93622,1.1076,0.14296,0.3774,2.238,5.286,0.2808,3.2820,0.10578,269.15,2.151,30.759,0.005368,1.1263,5.530,136.87,14038.4,62.79,406.22,0.1123,0.2217,0.3017,0.002812,0.9224,0.02725,0.4008,3.683,4.4511,0.08355,17.803,598.62,72.31,0.6965,1.8619,2.8101,0.4702,12.170,503.2,101.66,1.8406,13047.65,3.3656,0.3745,0.08498,0.024156,1776.3,58.05,5.8335,0.2547,1.0385,0.350,4.332,9.214,0.011750,0.5370,27.950,0.01905,0.4976,0.2102
2.711,0.6314,12.480,0.93535,1.1057,0.14226,0.3796,2.241,5.298,0.2807,3.2518,0.10550,269.38,2.145,30.824,0.005362,1.1417,5.538,137.38,14036.0,63.04,406.52,0.1124,0.2212,0.3001,0.002820,0.9213,0.02730,0.4025,3.686,4.4267,0.08400,17.780,599.42,72.36,0.6945,1.8522,2.7889,0.4656,12.155,503.2,101.83,1.8429,13082.50,3.3671,0.3732,0.08531,0.024035,1788.0,58.36,5.7946,0.2549,1.0366,0.348,4.336,9.359,0.011908,0.5374,27.447,0.01909,0.4976,0.2110
2.708,0.6311,12.454,0.92541,1.1050,0.14179,0.3788,2.234,5.281,0.2803,3.2497,0.10543,268.23,2.147,30.770,0.005321,1.1286,5.519,135.38,13926.0,63.01,407.07,0.1116,0.2212,0.3008,0.002812,0.9205,0.02731,0.4016,3.653,4.4284,0.08388,17.737,596.87,72.16,0.7010,1.8493,2.7897,0.4658,12.127,501.5,101.81,1.8417,13105.57,3.3584,0.3711,0.08520,0.024009,1785.4,58.05,5.7405,0.2548,1.0323,0.348,4.358,9.196,0.011843,0.5368,27.416,0.01909,0.4976,0.2105
2.704,0.6291,12.417,0.92343,1.0988,0.14154,0.3770,2.232,5.240,0.2804,3.2198,0.10528,267.59,2.150,30.872,0.005281,1.1212,5.520,135.11,13800.0,62.71,405.30,0.1111,0.2202,0.2999,0.002821,0.9180,0.02723,0.4003,3.652,4.4083,0.08370,17.742,597.67,72.10,0.6988,1.8377,2.7858,0.4650,12.118,499.7,101.17,1.8437,13139.80,3.3570,0.3693,0.08484,0.023872,1767.5,57.97,5.7409,0.2546,1.0262,0.354,4.407,9.100,0.011880,0.5373,27.614,0.01895,0.4976,0.2102
2.686,0.6301,12.354,0.92008,1.0888,0.14110,0.3766,2.226,5.256,0.2799,3.2209,0.10495,266.41,2.139,31.066,0.005280,1.1365,5.522,134.57,13731.6,62.49,404.32,0.1133,0.2204,0.3018,0.002823,0.9220,0.02725,0.4001,3.612,4.4042,0.08335,17.606,603.05,71.86,0.6915,1.8442,2.7721,0.4749,11.931,499.0,101.48,1.8377,13134.26,3.3544,0.3701,0.08424,0.023853,1756.7,57.52,5.7341,0.2533,1.0325,0.375,4.552,9.104,0.011776,0.5352,27.427,0.01892,0.4976,0.2097
2.695,0.6270,12.556,0.92406,1.0976,0.14145,0.3776,2.226,5.274,0.2815,3.2321,0.10520,266.83,2.146,31.139,0.005298,1.1300,5.549,135.87,13602.2,62.67,405.79,0.1145,0.2207,0.3008,0.002789,0.9352,0.02730,0.3969,3.615,4.4060,0.08375,17.635,604.16,72.05,0.6896,1.8295,2.7727,0.4792,11.932,499.5,101.31,1.8649,13197.26,3.3514,0.3716,0.08411,0.023978,1735.2,57.86,5.7365,0.2540,1.0523,0.389,4.630,9.154,0.011830,0.5371,27.271,0.01905,0.4976,0.2117
2.681,0.6240,12.487,0.91778,1.0888,0.14068,0.3739,2.216,5.241,0.2799,3.2389,0.10483,264.58,2.122,30.967,0.005258,1.1024,5.499,135.00,13503.2,62.14,403.65,0.1149,0.2196,0.2990,0.002773,0.9258,0.02718,0.3911,3.602,4.3905,0.08259,17.545,599.75,71.61,0.6763,1.8229,2.7528,0.4756,11.864,495.7,102.68,1.8475,13162.60,3.2968,0.3689,0.08309,0.023603,1725.9,57.37,5.6569,0.2531,1.0311,0.387,4.699,9.068,0.011705,0.5320,26.167,0.01895,0.4976,0.2127
2.641,0.6013,11.937,0.90000,1.0319,0.13857,0.3610,2.175,5.106,0.2707,3.1363,0.10156,261.03,2.091,30.552,0.005160,1.0821,5.435,132.74,13243.2,60.40,393.89,0.1065,0.2163,0.2907,0.002748,0.8963,0.02675,0.3737,3.578,4.1953,0.08120,17.057,584.17,70.30,0.6633,1.7693,2.6474,0.4536,11.628,479.6,100.84,1.7830,12974.55,3.1899,0.3584,0.07976,0.022750,1608.2,56.25,5.5663,0.2495,0.9420,0.370,4.573,8.802,0.011392,0.5245,25.358,0.01858,0.4976,0.1949
2.622,0.5933,11.500,0.88355,0.9748,0.13463,0.3550,2.156,5.024,0.2687,3.0892,0.10008,257.30,2.073,30.299,0.005143,1.0543,5.462,130.41,13342.6,59.23,386.96,0.1003,0.2121,0.2866,0.002710,0.8773,0.02654,0.3645,3.576,4.0830,0.08067,16.803,564.53,69.56,0.6468,1.7032,2.5759,0.4421,11.413,468.3,98.87,1.6438,12841.49,3.1362,0.3524,0.07702,0.021817,1516.5,55.60,5.3240,0.2468,0.9236,0.367,4.508,8.558,0.011225,0.5116,24.843,0.01826,0.4976,0.1922
2.617,0.6000,11.603,0.88703,0.9531,0.13581,0.3567,2.161,5.062,0.2706,3.1211,0.10042,255.35,2.077,30.431,0.005213,1.0481,5.457,129.73,13561.5,59.22,386.14,0.0992,0.2116,0.2908,0.002659,0.8742,0.02654,0.3621,3.515,4.0917,0.08073,16.803,564.91,69.10,0.6458,1.6961,2.6263,0.4473,11.452,471.4,99.13,1.6439,12871.58,3.1329,0.3539,0.07829,0.022199,1553.0,55.85,5.3699,0.2457,0.9448,0.388,4.533,8.557,0.011246,0.5107,25.048,0.01818,0.4976,0.1928
2.633,0.6104,11.639,0.88502,0.9603,0.13754,0.3580,2.171,5.101,0.2719,3.1334,0.10121,257.23,2.088,30.708,0.005254,1.0582,5.475,130.31,13609.9,59.68,388.83,0.1003,0.2123,0.2910,0.002661,0.8812,0.02670,0.3638,3.522,4.1042,0.08092,16.968,563.73,69.50,0.6585,1.7170,2.6472,0.4447,11.668,476.5,99.86,1.6486,12961.10,3.1942,0.3542,0.07895,0.022129,1571.2,56.21,5.4478,0.2467,0.9532,0.405,4.590,8.722,0.011335,0.5134,25.932,0.01834,0.4976,0.1935
2.639,0.6174,11.754,0.89358,0.9756,0.13858,0.3588,2.177,5.116,0.2732,3.1664,0.10203,258.41,2.097,31.056,0.005250,1.0551,5.471,131.12,13608.2,60.04,391.58,0.1023,0.2133,0.2920,0.002669,0.8862,0.02674,0.3680,3.574,4.1193,0.08139,17.041,568.35,69.93,0.6579,1.7475,2.6629,0.4502,11.709,480.7,100.97,1.6662,12997.57,3.2085,0.3560,0.07984,0.022171,1575.9,56.59,5.4171,0.2478,0.9622,0.429,4.677,8.766,0.011362,0.5155,26.057,0.01847,0.4976,0.1964
2.633,0.6205,11.690,0.89246,0.9820,0.13821,0.3599,2.179,5.128,0.2728,3.1654,0.10240,258.85,2.098,31.043,0.005249,1.0577,5.448,131.52,13530.2,60.20,392.15,0.1025,0.2134,0.2911,0.002655,0.8858,0.02681,0.3691,3.551,4.1753,0.08125,17.036,567.65,69.87,0.6608,1.7363,2.6504,0.4459,11.775,480.5,100.29,1.6544,12991.00,3.2221,0.3579,0.07985,0.022171,1570.2,56.51,5.4057,0.2479,0.9954,0.426,4.616,8.755,0.011371,0.5160,26.174,0.01854,0.4976,0.1951
2.637,0.6227,11.704,0.88950,1.0302,0.13784,0.3579,2.177,5.125,0.2733,3.1591,0.10253,258.71,2.110,31.060,0.005260,1.0501,5.437,131.17,13651.5,60.11,391.95,0.1015,0.2136,0.2910,0.002667,0.8864,0.02675,0.3709,3.559,4.1415,0.08110,17.078,567.21,69.85,0.6571,1.7336,2.6844,0.4448,11.755,482.2,100.34,1.6766,13010.32,3.2106,0.3578,0.07956,0.022156,1595.5,56.47,5.4211,0.2482,1.0203,0.419,4.614,8.675,0.011386,0.5164,26.858,0.01839,0.4976,0.1953
2.638,0.6338,11.762,0.89425,1.0373,0.13909,0.3579,2.185,5.142,0.2743,3.1875,0.10288,259.70,2.108,31.190,0.005275,1.0583,5.455,132.00,13768.1,60.60,392.24,0.1029,0.2140,0.2934,0.002676,0.8891,0.02683,0.3726,3.567,4.1418,0.08120,17.124,570.54,69.65,0.6578,1.7486,2.7149,0.4455,11.790,484.5,100.42,1.6840,13036.99,3.2607,0.3579,0.07949,0.022136,1617.5,56.88,5.4406,0.2484,1.0216,0.415,4.621,8.665,0.011398,0.5178,26.770,0.01851,0.4976,0.1969
2.632,0.6251,11.668,0.89122,1.0279,0.13835,0.3573,2.176,5.143,0.2739,3.1728,0.10303,259.54,2.094,31.022,0.005246,1.0506,5.437,131.17,13574.8,60.22,392.43,0.1031,0.2134,0.2911,0.002669,0.8830,0.02677,0.3694,3.539,4.1420,0.08102,17.086,567.95,69.20,0.6529,1.7328,2.7138,0.4433,11.701,481.7,99.96,1.6786,13047.24,3.2270,0.3606,0.07828,0.021853,1577.7,56.84,5.4667,0.2481,1.0121,0.405,4.702,8.626,0.011381,0.5158,26.313,0.01832,0.4976,0.1959
